Pos,Nation,Sail Number,Crew,Race Points
Pos,Nation,Sail Number,Crew,Race Points
1,ESP,ESP 215311,Joaquin Blanco,1
2,ESP,ESP 209164,Carlos Rosello,2
3,BEL,BEL 215347,Wannes Van Laer,3
4,AUS,AUS 215612,Luke Elliott,4
6,RUS,RUS 212777,Daniil Krutskikh,6
7,ITA,ITA 214149,Giovanni Coccoluto,7
8,SUI,SUI 215485,Nicolas Rolaz,8
9,CYP,CYP 212431,Pavlos Kontides,9
10,CRO,CRO 215835,Tonci Stipanovic,10
11,ARG,ARG 213387,Francisco Guaragna Rigonat,11
12,TUR,TUR 207480,Alp Rona Rodopman,12
13,POR,POR 212213,Santiago Sampaio,13
14,SLO,SLO 214148,Zan Luka Zelko,14
15,BRN,BRN 212489,Abdulla Janahi,15
16,CRO,CRO 215838,Filip Jurisic,16
17,USA,USA 180521,Marek Zaleski,17
18,IRL,IRL 210254,Finn Lynch,18
19,CZE,CZE 215495,Viktor Teply,19
20,GER,GER 211432,Nik Aaron Willim,20
21,IRL,IRL 210101,Ewan McMahon,21
22,CHI,CHI 211888,Clemente Seguel,22
22,ITA,ITA 209114,Giovanni Sanfilippo,22.1DPI
23,FIN,FIN 215436,Nooa Henrik Laukkanen,23
24,POL,POL 214117,Jakub Rodziewicz,24
25,NED,NED 212650,Duko Bos,25
26,CZE,CZE 211236,Jakub Halouzka,26
27,ARG,ARG 211570,Agustin Vidal Incatasciato,27
28,IRL,IRL 210978,Liam Glynn,28
29,ECU,ECU 188778,Matias Dyck,29
30,ISR,ISR 211955,Sagie Glantz,30
31,ESP,ESP 213498,Manuel barber Ponciano,31
32,CAN,CAN 211542,Robert Davis,32
33,CZE,CZE 195103,Stepan Novotny,33
34,ITA,ITA 202261,Gianmarco Planchestainer,34
35,THA,THA 211027,Chusitt Punjamala,35
36,ESP,ESP 213859,Mario Plomer Quiroga,36
37,ITA,ITA 210415,Luca Lorenzoni,37
38,EST,EST 212229,Georg Haud,38
39,SGP,SGP 199094,Mark Wong,39
40,GRE,GRE 212527,Adonis Bougiouris,40
41,GBR,GBR 211726,Benjamin Flowerr,41
42,MEX,MEX 181615,Juan Ignacio Perez,42
43,ESP,ESP 212175,Ramiro Foguet Rojas,43
44,GRE,GRE 212504,ANASTASIOS PANAGIOTIDIS,44
45,ESP,ESP 215314,Pep Cazador Ribera,45
46,DEN,DEN 209257,Christian Guldberg Rost,46
47,ITA,ITA 213017,Rodolfo Silvestrini,47
48,CAN,CAN 214514,Luke Ruitenberg,48
49,ITA,ITA 211062,Pietro De Frenza,49
50,ITA,ITA 207626,AMOS DI BENEDETTO,50
51,BUL,BUL 213486,Ivo Todorov,51
57,BEL,BEL 210470,William De Smet,57DNC
57,SGP,SGP 215267,Ryan Lo,57DNC
57,GBR,GBR 214490,Daniel Whiteley,57UFD
57,CAN,CAN 214917,Hugh Macrae,57UFD
57,NED,NED 171111,Niels Broekhuizen,57DNC
